run,he,mode,loss,train_f1,val_f1,test_f1
0,0.2224086970090866,learned,0.7267715930938721,0.9198717948717948,0.4729567307692308,0.5043227665706052
1,0.2224086970090866,learned,0.7181634902954102,0.9238782051282052,0.4819711538461538,0.4975984630163304
2,0.2224086970090866,learned,0.7560678124427795,0.905448717948718,0.4627403846153846,0.4927953890489913
3,0.2224086970090866,learned,0.7141227126121521,0.9290865384615384,0.4777644230769231,0.5014409221902018
4,0.2224086970090866,learned,0.7036823630332947,0.9258814102564102,0.4747596153846153,0.4927953890489913
0,0.2224086970090866,learned,1.946094512939453,0.2828525641025641,0.2560096153846153,0.2555235350624399
1,0.2224086970090866,learned,2.281611204147339,0.3088942307692308,0.3070913461538461,0.3150816522574448
2,0.2224086970090866,learned,1.946494221687317,0.2556089743589743,0.2409855769230769,0.2353506243996157
3,0.2224086970090866,learned,1.6200931072235107,0.2179487179487179,0.2073317307692307,0.2151777137367915
4,0.2224086970090866,learned,1.5958210229873655,0.2880608974358974,0.2493990384615384,0.2449567723342939
0,0.2224086970090866,learned,0.5100521445274353,0.9579326923076924,0.4777644230769231,0.5024015369836695
1,0.2224086970090866,learned,0.0370257534086704,0.9959935897435898,0.4711538461538461,0.499519692603266
2,0.2224086970090866,learned,0.0371078811585903,0.9763621794871796,0.4669471153846153,0.48895292987512
3,0.2224086970090866,learned,0.5014164447784424,0.9939903846153846,0.4639423076923077,0.5033621517771374
4,0.2224086970090866,learned,0.5183218121528625,0.985977564102564,0.4777644230769231,0.4927953890489913
0,0.2224086970090866,learned,1.2627710103988647,0.6758814102564102,0.4771634615384615,0.4668587896253602
1,0.2224086970090866,learned,1.283552885055542,0.7315705128205128,0.4723557692307692,0.4870317002881844
2,0.2224086970090866,learned,1.287572145462036,0.7027243589743589,0.484375,0.5014409221902018
3,0.2224086970090866,learned,1.3120167255401611,0.6943108974358975,0.4603365384615384,0.4793467819404419
4,0.2224086970090866,learned,1.2430328130722046,0.7379807692307693,0.4711538461538461,0.5139289145052833
0,0.2224086970090866,learned,0.6525459289550781,0.939903846153846,0.4819711538461538,0.5110470701248799
1,0.2224086970090866,learned,0.630484402179718,0.9415064102564102,0.4921875,0.5024015369836695
2,0.2224086970090866,learned,0.6623035669326782,0.9318910256410255,0.484375,0.5043227665706052
