Method,Growth,Prune Rate,Update Frequency,Final Prune Epoch,::,train_acc,val_acc,test_acc,train_time,test_time
GraNet, gradient, 0.5, 100, 110, :::,   0.9980, 0.8750, 0.8757,9.2153, 0.0163
GraNet, gradient, 0.5, 100, 110, :::,   0.9480, 0.8742, 0.8722,8.1538, 0.0170
GraNet, gradient, 0.5, 100, 110, :::,   1.0000, 0.8708, 0.8724,8.3062, 0.0163
