      Data,     Model,  Seed,    ThA,    ThW,    Acc,  Cn,  EP,  Ttrain,  Ctrain,   Ttest,   CTest,  NumelA,  NumelW,    CPre,     CTr,     CTe, Hop, Lay,   TPre 
smallcora ,gbp       ,    42,0.0e+00,0.0e+00,0.34700,   0,   1,  0.5691,   0.005,  0.0007,  0.0369,  42.240, 737.280,  0.0605,  0.0000,  0.0000,  20,   2,  1.5880
smallcora ,gbp       ,    42,0.0e+00,0.0e+00,0.34700,   0,   1,  6.8815,   0.005,  0.0006,  0.0369,  42.240, 737.280,  0.0605,  0.0000,  0.0000,  20,   2,  0.3942
smallcora ,gbp       ,    42,0.0e+00,0.0e+00,0.41400,  11, 100,  0.9434,   0.005,  0.0008,  0.0369,  42.240, 737.280,  0.0605,  0.0000,  0.0000,  20,   2,  0.1476
smallcora ,gbp       ,    42,0.0e+00,0.0e+00,0.41400,  11, 250,  0.9591,   0.005,  0.0007,  0.0369,  42.240, 737.280,  0.0605,  0.0000,  0.0000,  20,   2,  1.4022
smallcora ,gbp       ,    42,0.0e+00,0.0e+00,0.77800,   1, 250,  1.0624,   0.026,  0.0007,  0.1845, 211.120, 737.280,  0.3025,  0.0000,  0.0000,  20,   2,  0.7263
