Method,Growth,Prune Rate,Update Frequency,Final Prune Epoch,::,train_acc,val_acc,test_acc,train_time,test_time
GraNet, momentum, 0.3, 100, 110, :::,   0.9298, 0.9131, 0.9120,21.1278, 0.0163
GraNet, momentum, 0.3, 100, 110, :::,   0.9287, 0.9167, 0.9131,21.0858, 0.0163
GraNet, momentum, 0.3, 100, 110, :::,   0.9255, 0.9138, 0.9146,21.0704, 0.0163
