Method,Growth,Prune Rate,Update Frequency,Final Prune Epoch,::,train_acc,val_acc,test_acc,train_time,test_time
GraNet, momentum, 0.3, 100, 110, :::,   0.7541, 0.7530, 0.7554,16.6190, 0.0289
GraNet, momentum, 0.3, 100, 110, :::,   0.1379, 0.1382, 0.1360,15.0471, 0.0289
GraNet, momentum, 0.3, 100, 110, :::,   0.2931, 0.2957, 0.2951,16.6155, 0.0286
