Method,Growth,Prune Rate,Update Frequency,Final Prune Epoch,::,train_acc,val_acc,test_acc,train_time,test_time
GraNet, momentum, 0.3, 100, 110, :::,   0.4089, 0.4052, 0.4059,35.0433, 0.0800
GraNet, momentum, 0.3, 100, 110, :::,   0.4094, 0.4036, 0.4064,35.0975, 0.0798
GraNet, momentum, 0.3, 100, 110, :::,   0.4094, 0.4044, 0.4058,35.3235, 0.0801
