Method,Growth,Prune Rate,Update Frequency,Final Prune Epoch,::,train_acc,val_acc,test_acc,train_time,test_time
GraNet, momentum, 0.3, 100, 110, :::,   0.7439, 0.7403, 0.6959,15.6504, 0.0118
GraNet, momentum, 0.3, 100, 110, :::,   0.7439, 0.7423, 0.6902,15.1968, 0.0119
GraNet, momentum, 0.3, 100, 110, :::,   0.7416, 0.7442, 0.6969,15.2314, 0.0118
