Method,Growth,Prune Rate,Update Frequency,Final Prune Epoch,::,train_acc,val_acc,test_acc,train_time,test_time
GraNet, momentum, 0.3, 100, 110, :::,   0.9304, 0.9279, 0.9315,70.6353, 3.0806
GraNet, momentum, 0.3, 100, 110, :::,   0.9304, 0.9279, 0.9315,73.3158, 3.4493
GraNet, momentum, 0.3, 100, 110, :::,   0.9304, 0.9279, 0.9315,71.5366, 3.1054
