      Data,     Model,  Seed,    ThA,    ThW,    Acc,  Cn,  EP,  Ttrain,  Ctrain,   Ttest,   CTest,  NumelA,  NumelW,    CPre,     CTr,     CTe, Hop, Lay,   TPre 
amherst41 ,gbp       ,    42,0.0e+00,0.0e+00,0.55705,   0,   1,  0.8284,   0.174,  0.0018,  0.3472, 727.640, 611.840,  0.8681,  0.0000,  0.0000,  20,   2,  0.2082
amherst41 ,gbp       ,    42,0.0e+00,0.0e+00,0.67159,  39, 250,  1.1501,   0.867,  0.0015,  1.7366,3638.160, 611.840,  4.3403,  0.0000,  0.0000,  20,   2,  0.7132
amherst41 ,gbp       ,    43,0.0e+00,0.0e+00,0.67036,  19, 250,  1.1333,   0.867,  0.0019,  1.7366,3638.160, 611.840,  4.3403,  0.0000,  0.0000,  20,   2,  0.7162
amherst41 ,gbp       ,    44,0.0e+00,0.0e+00,0.66913,  13, 250,  1.1453,   0.867,  0.0021,  1.7366,3638.160, 611.840,  4.3403,  0.0000,  0.0000,  20,   2,  0.7122
